CODEISIN;CATV;31/12/2019;02/01/2020;03/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;18/05/2020;19/05/2020;20/05/2020;22/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;13/07/2020;15/07/2020;16/07/2020;17/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;21/09/2020;22/09/2020;23/09/2020;24/09/2020;25/09/2020;28/09/2020;29/09/2020;30/09/2020;SOMME;;
IT0005118838;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4,11E-08;3,05E-08;5,198E-07;5,311E-07;5,354E-07;1,7679E-06;5,336E-07;6,099E-07;5,814E-07;5,853E-07;1,8392E-06;6,151E-07;6,154E-07;6,128E-07;6,151E-07;1,8321E-06;6,095E-07;6,277E-07;6,128E-07;6,213E-07;1,9589E-06;6,202E-07;6,725E-07;7,606E-07;6,793E-07;2,2066E-06;7,386E-07;7,383E-07;7,408E-07;7,405E-07;2,2187E-06;7,327E-07;7,328E-07;0,000000733;7,327E-07;0,000002201;7,376E-07;7,425E-07;7,411E-07;7,425E-07;2,3014E-06;7,774E-07;7,634E-07;7,759E-07;7,745E-07;2,3895E-06;8,977E-07;0,000000781;8,455E-07;4,48142E-05;;
US06738EAR62;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS0894202968;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6,76E-08;1,0154E-06;2,028E-07;0,000000205;2,062E-07;6,205E-07;0,000000207;2,075E-07;0,00000021;2,107E-07;6,293E-07;2,105E-07;2,126E-07;2,134E-07;8,618E-07;2,163E-07;2,161E-07;2,166E-07;8,679E-07;2,175E-07;2,181E-07;2,191E-07;2,199E-07;6,613E-07;2,213E-07;2,219E-07;4,454E-07;6,719E-07;2,243E-07;2,269E-07;2,281E-07;2,289E-07;9,174E-07;0,00000023;2,304E-07;2,322E-07;6,847E-07;2,284E-07;2,291E-07;2,323E-07;2,293E-07;0,000000688;2,302E-07;0,00000023;2,303E-07;2,333E-07;6,995E-07;2,332E-07;2,333E-07;2,334E-07;2,334E-07;6,986E-07;2,872E-07;2,328E-07;3,452E-07;2,901E-07;8,777E-07;2,775E-07;2,793E-07;2,744E-07;2,764E-07;8,338E-07;5,554E-07;2,777E-07;2,777E-07;8,312E-07;2,661E-07;2,638E-07;2,556E-07;2,543E-07;7,844E-07;2,605E-07;2,578E-07;2,573E-07;2,579E-07;0,000000779;2,559E-07;2,561E-07;2,554E-07;2,533E-07;7,872E-07;0,000000262;2,622E-07;2,617E-07;2,624E-07;7,819E-07;2,605E-07;2,602E-07;2,613E-07;2,607E-07;7,837E-07;2,612E-07;2,617E-07;2,616E-07;2,611E-07;7,963E-07;2,654E-07;2,655E-07;2,661E-07;2,661E-07;7,981E-07;2,631E-07;2,631E-07;2,632E-07;2,633E-07;7,914E-07;2,655E-07;2,661E-07;2,659E-07;0,000000266;8,115E-07;2,706E-07;2,709E-07;2,705E-07;2,707E-07;8,346E-07;2,782E-07;2,729E-07;2,738E-07;4,31408E-05;;
US31562QAC15;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS0554819465;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,000000721;2,405E-07;2,412E-07;2,442E-07;2,449E-07;7,314E-07;2,446E-07;0,000000247;2,478E-07;1,0012E-06;2,512E-07;2,511E-07;2,516E-07;1,0086E-06;2,527E-07;2,534E-07;2,544E-07;2,555E-07;7,684E-07;2,571E-07;2,578E-07;5,175E-07;7,807E-07;2,606E-07;2,636E-07;0,000000265;2,659E-07;1,0655E-06;2,671E-07;2,676E-07;2,696E-07;7,951E-07;2,652E-07;2,659E-07;2,696E-07;2,662E-07;7,986E-07;2,672E-07;0,000000267;2,672E-07;2,707E-07;8,119E-07;2,706E-07;2,708E-07;2,708E-07;2,708E-07;8,107E-07;2,702E-07;2,702E-07;2,731E-07;0,000000273;8,258E-07;2,612E-07;2,628E-07;2,582E-07;2,601E-07;7,847E-07;5,226E-07;2,612E-07;2,613E-07;0,000000782;2,503E-07;2,484E-07;2,405E-07;2,391E-07;7,378E-07;2,449E-07;2,426E-07;0,000000242;2,424E-07;7,326E-07;2,407E-07;2,408E-07;2,401E-07;2,384E-07;7,387E-07;2,465E-07;2,467E-07;2,461E-07;2,467E-07;7,353E-07;2,451E-07;2,447E-07;2,453E-07;2,457E-07;0,000000737;2,456E-07;0,000000246;0,000000246;2,456E-07;7,479E-07;2,493E-07;2,497E-07;2,502E-07;2,502E-07;7,508E-07;2,475E-07;2,475E-07;2,475E-07;2,474E-07;7,437E-07;2,495E-07;0,00000025;0,00000025;0,00000025;7,627E-07;2,545E-07;2,545E-07;2,542E-07;2,543E-07;7,846E-07;2,613E-07;2,567E-07;2,573E-07;4,25663E-05;;
US345397YR84;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
FR0012830685;VMOB;0;1,324E-07;3,973E-07;7,365E-07;1,322E-07;4,339E-07;4,334E-07;1,2999E-06;4,331E-07;0,000000433;4,323E-07;4,282E-07;1,2777E-06;4,242E-07;4,233E-07;4,231E-07;4,245E-07;1,2728E-06;4,243E-07;4,178E-07;4,188E-07;4,192E-07;1,2681E-06;4,198E-07;4,237E-07;4,284E-07;4,277E-07;1,2835E-06;4,268E-07;4,257E-07;4,265E-07;0,000000427;1,2791E-06;4,273E-07;0,000000426;4,266E-07;4,269E-07;1,2493E-06;4,115E-07;4,115E-07;4,088E-07;4,111E-07;1,2107E-06;4,039E-07;4,112E-07;4,029E-07;4,091E-07;1,2472E-06;4,193E-07;4,207E-07;4,196E-07;4,241E-07;1,3304E-06;4,454E-07;4,501E-07;0,000000452;4,525E-07;1,3671E-06;4,609E-07;4,655E-07;4,725E-07;4,741E-07;1,4566E-06;4,867E-07;4,877E-07;4,911E-07;4,908E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,86053E-05;;
US345397YY36;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
US05946KAD37;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-1,18E-08;5,014E-07;9,706E-07;1,158E-07;2,341E-07;2,452E-07;2,449E-07;7,369E-07;2,375E-07;2,433E-07;2,478E-07;0,000000976;2,136E-07;0,000000266;2,727E-07;1,0229E-06;2,335E-07;0,000000265;2,304E-07;2,706E-07;7,749E-07;2,513E-07;1,878E-07;4,982E-07;0,000000742;2,981E-07;2,571E-07;1,833E-07;2,378E-07;6,942E-07;1,961E-07;2,188E-07;1,876E-07;6,231E-07;2,898E-07;2,389E-07;1,968E-07;0,000000205;8,098E-07;2,992E-07;1,611E-07;3,176E-07;2,752E-07;8,055E-07;2,927E-07;0,000000133;1,807E-07;3,302E-07;7,997E-07;2,537E-07;2,095E-07;2,651E-07;2,247E-07;7,723E-07;2,513E-07;1,264E-07;2,954E-07;0,000000143;7,875E-07;4,589E-07;5,84E-08;0,000000213;7,532E-07;1,484E-07;1,845E-07;7,85E-08;1,369E-07;5,958E-07;1,094E-07;3,78E-08;2,672E-07;7,27E-08;3,115E-07;3,313E-07;2,228E-07;1,281E-07;9,03E-08;5,881E-07;3,838E-07;2,985E-07;2,043E-07;1,183E-07;5,576E-07;1,498E-07;1,445E-07;7,93E-08;3,961E-07;5,615E-07;3,469E-07;2,218E-07;1,028E-07;2,133E-07;6,452E-07;3,15E-08;-8,33E-08;2,599E-07;3,388E-07;6,305E-07;2,416E-07;2,644E-07;3,033E-07;1,363E-07;5,922E-07;1,322E-07;1,594E-07;2,511E-07;2,888E-07;5,499E-07;2,388E-07;3,974E-07;3,929E-07;3,553E-07;6,489E-07;3,472E-07;1,155E-07;-1,98E-08;3,73141E-05;;
US37045VAM28;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
IT0004941412;VMOB;0;0,000000121;3,632E-07;1,212E-07;1,212E-07;1,211E-07;1,208E-07;3,631E-07;1,207E-07;1,207E-07;1,206E-07;1,192E-07;3,559E-07;1,182E-07;1,179E-07;1,179E-07;1,183E-07;3,542E-07;1,181E-07;1,164E-07;1,169E-07;1,168E-07;2,357E-07;1,172E-07;1,183E-07;1,194E-07;1,194E-07;3,584E-07;0,000000119;1,186E-07;1,191E-07;0,000000119;3,565E-07;1,193E-07;1,187E-07;1,189E-07;0,000000119;3,482E-07;1,149E-07;1,147E-07;1,139E-07;1,246E-07;4,632E-07;1,174E-07;1,195E-07;1,171E-07;1,189E-07;3,623E-07;1,215E-07;1,223E-07;1,219E-07;1,232E-07;3,853E-07;1,287E-07;1,301E-07;1,305E-07;1,307E-07;3,951E-07;1,332E-07;1,346E-07;1,366E-07;0,000000137;4,195E-07;1,406E-07;0;1,413E-07;1,412E-07;4,192E-07;1,407E-07;1,329E-07;1,341E-07;0,000000672;1,349E-07;1,353E-07;1,364E-07;4,124E-07;1,375E-07;0,000000138;1,397E-07;1,402E-07;4,187E-07;1,397E-07;1,409E-07;1,413E-07;5,713E-07;1,434E-07;1,433E-07;1,436E-07;5,756E-07;1,442E-07;1,446E-07;1,454E-07;0,000000146;4,404E-07;1,474E-07;1,477E-07;2,966E-07;4,475E-07;1,494E-07;1,511E-07;1,514E-07;1,519E-07;4,568E-07;1,527E-07;0,000000153;1,541E-07;4,545E-07;1,516E-07;0,000000152;1,541E-07;1,522E-07;4,567E-07;1,528E-07;1,527E-07;1,529E-07;1,549E-07;4,646E-07;1,549E-07;1,551E-07;0,000000155;0,000000155;4,646E-07;0,000000155;1,547E-07;1,566E-07;1,564E-07;0,000000473;1,496E-07;1,507E-07;1,481E-07;1,491E-07;4,497E-07;2,998E-07;1,498E-07;1,498E-07;4,486E-07;1,435E-07;1,425E-07;1,379E-07;1,372E-07;4,235E-07;1,406E-07;1,393E-07;1,389E-07;1,392E-07;2,805E-07;1,384E-07;1,385E-07;0,000000138;0,000000137;0,000000426;1,417E-07;1,418E-07;1,415E-07;1,418E-07;4,233E-07;1,411E-07;1,409E-07;1,416E-07;1,415E-07;4,241E-07;1,415E-07;1,418E-07;1,418E-07;1,414E-07;4,319E-07;0;0,000000144;1,443E-07;1,443E-07;4,322E-07;1,425E-07;1,425E-07;0,000000142;1,427E-07;4,283E-07;1,437E-07;0,000000144;0,000000144;1,439E-07;4,391E-07;1,466E-07;1,465E-07;1,465E-07;1,464E-07;4,518E-07;1,505E-07;1,478E-07;1,481E-07;3,70141E-05;;
XS0907289978;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,914E-07;1,918E-07;1,931E-07;1,938E-07;5,734E-07;0,000000193;1,818E-07;1,834E-07;9,189E-07;1,835E-07;1,855E-07;1,866E-07;5,616E-07;1,873E-07;1,878E-07;1,901E-07;1,907E-07;5,698E-07;1,906E-07;1,925E-07;1,932E-07;7,807E-07;1,959E-07;1,958E-07;1,963E-07;7,868E-07;1,972E-07;1,977E-07;1,985E-07;1,995E-07;6,001E-07;2,008E-07;2,013E-07;4,042E-07;6,099E-07;2,036E-07;2,059E-07;0,000000207;2,077E-07;8,326E-07;2,087E-07;2,091E-07;2,107E-07;6,213E-07;2,072E-07;2,079E-07;2,108E-07;2,081E-07;6,242E-07;2,089E-07;2,087E-07;0,000000209;2,117E-07;6,348E-07;2,116E-07;2,117E-07;2,117E-07;2,118E-07;6,339E-07;2,113E-07;2,113E-07;2,136E-07;2,135E-07;6,458E-07;2,042E-07;2,055E-07;0,000000202;2,034E-07;6,137E-07;4,088E-07;2,043E-07;2,044E-07;6,118E-07;1,958E-07;1,944E-07;1,882E-07;1,871E-07;5,773E-07;1,918E-07;1,899E-07;1,894E-07;1,897E-07;5,736E-07;1,885E-07;1,885E-07;1,879E-07;1,866E-07;5,791E-07;1,929E-07;0,000000193;1,926E-07;0,000000193;5,755E-07;1,918E-07;1,915E-07;1,923E-07;1,921E-07;5,766E-07;1,923E-07;1,927E-07;1,926E-07;1,922E-07;0,000000586;1,953E-07;1,953E-07;1,958E-07;1,958E-07;5,875E-07;1,937E-07;1,936E-07;1,937E-07;1,937E-07;0,000000582;1,953E-07;1,956E-07;1,957E-07;1,956E-07;5,968E-07;1,992E-07;0,000000199;1,989E-07;1,989E-07;0,000000614;2,044E-07;2,006E-07;2,011E-07;3,66531E-05;;
US37045XCC83;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS1051003538;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,049E-07;1,531E-07;1,547E-07;0,000000155;1,549E-07;4,681E-07;1,577E-07;1,588E-07;1,611E-07;1,616E-07;4,966E-07;1,659E-07;1,661E-07;1,627E-07;1,638E-07;4,846E-07;1,631E-07;1,537E-07;1,552E-07;7,695E-07;1,541E-07;1,561E-07;1,571E-07;4,728E-07;1,578E-07;1,582E-07;1,602E-07;1,607E-07;4,801E-07;1,606E-07;1,623E-07;1,629E-07;6,582E-07;1,652E-07;1,651E-07;1,655E-07;6,634E-07;1,662E-07;1,667E-07;1,674E-07;1,681E-07;5,055E-07;1,692E-07;1,696E-07;3,405E-07;5,146E-07;1,717E-07;1,738E-07;1,748E-07;1,755E-07;7,039E-07;1,765E-07;1,768E-07;1,782E-07;5,255E-07;1,753E-07;1,759E-07;1,784E-07;1,761E-07;5,282E-07;1,767E-07;1,767E-07;1,769E-07;1,792E-07;5,375E-07;1,792E-07;1,793E-07;1,793E-07;1,794E-07;5,369E-07;1,789E-07;0,000000179;0,000000181;1,809E-07;5,473E-07;1,731E-07;1,742E-07;1,712E-07;1,724E-07;5,202E-07;3,465E-07;1,733E-07;1,734E-07;0,000000519;1,661E-07;1,649E-07;1,597E-07;1,589E-07;4,902E-07;1,627E-07;1,612E-07;1,608E-07;1,611E-07;4,868E-07;0,00000016;0,00000016;1,596E-07;1,585E-07;0,000000492;1,639E-07;0,000000164;1,638E-07;1,642E-07;0,000000489;0,000000163;1,629E-07;1,636E-07;1,635E-07;4,906E-07;1,635E-07;1,638E-07;1,638E-07;1,634E-07;4,984E-07;0,000000166;1,662E-07;1,665E-07;1,665E-07;4,993E-07;1,647E-07;1,646E-07;1,647E-07;1,647E-07;4,949E-07;0,000000166;1,663E-07;1,664E-07;1,664E-07;5,074E-07;1,694E-07;1,692E-07;1,693E-07;1,692E-07;5,219E-07;0,000000174;1,708E-07;1,712E-07;3,35708E-05;;
US37045XCH70;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS0619548216;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,000001401;4,2113E-06;1,4124E-06;1,4151E-06;1,4154E-06;1,4152E-06;4,3185E-06;0,000001441;1,4365E-06;1,4364E-06;1,4322E-06;4,4173E-06;0,000001479;1,9446E-06;1,4554E-06;3,06313E-05;;
US40429CGD83;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
